Class Code,Class Title,Class Description,Credit Hours,Class Instructors,Academic Career
GEOG 4371,Forest Geography: Principles and Dynamics,"Surveys principles of forest geography and ecology. Includes both individual tree responses to environmental factors and species interactions within communities. Emphasizes forest dynamics and their relation to management problems. Same as <a href=""/search/?p=GEOG%205371"" data-action=""result-detail"" data-group=""code:GEOG 5371"" >GEOG 5371</a>.",3,R. Isaacs,UGRD
GEOG 4203,Geographic Information Science: Spatial Modeling,"Focuses on the use and development of advanced models for human and environmental applications in a geospatial environment integrating raster and vector data models. Covers terrain and hydrologic modeling, geostatistical modeling, dasymetric modeling, as well as multi-criteria modeling. Group projects critically design, implement and test spatial models to develop independent skillsets in a chosen problem setting. Recommended requisite: working knowledge of GIS software. Same as <a href=""/search/?p=GEOG%205203"" data-action=""result-detail"" data-group=""code:GEOG 5203"" >GEOG 5203</a>.",Varies by section,S. Leyk,UGRD
GEOG 4241,Earth Surface Processes,"Earth’s surface is constantly reshaped by water, ice, wind, and life. This class investigates the earth's landscapes and the processes that modify them, both gradually by slow weathering and erosion, and abruptly through the action of floods, landslides, and other geologic events. We cover surface processes in hillslope, glacial, riverine, desert, and coastal environments. Upon completion of the course, students will have mastered knowledge about diverse surface processes and landforms and applied core geomorphic principles to a variety of landscapes. Students will also learn that understanding surface processes is important for managing natural hazards (e.g., landslides and floods). This course will draw from many disciplines, including geology, geography, physics, chemistry, and biology. The laboratory portion of the course will include quantitative problem solving and field trips to collect and analyze geomorphic data. Same as <a href=""/search/?p=GEOL%204241"" data-action=""result-detail"" data-group=""code:GEOL 4241"" >GEOL 4241</a>.",Varies by section,K. Lininger,UGRD
GEOG 4463,Earth Analytics Data Science Bootcamp,"Learn key skills to automate data processing and visualization workflows that support both repeatable analysis and collaborative project approaches using scientific programming, version control and project management tools. Covers working with heterogeneous, large spatio-temporal data derived from space, airborne and ground based sensors and other sources. Gain applied experience through group projects that address real world problems. Same as <a href=""/search/?p=GEOG%205463"" data-action=""result-detail"" data-group=""code:GEOG 5463"" >GEOG 5463</a>.",3,E. Culler,UGRD
GEOG 5203,Geographic Information Science: Spatial Modeling,"Focuses on the use and development of advanced models for human and environmental applications in a geospatial environment integrating raster and vector data models. Covers terrain and hydrologic modeling, geostatistical modeling, dasymetric modeling, as well as multi-criteria modeling. Group projects critically design, implement and test spatial models to develop independent skillsets in a chosen problem setting. Recommended prerequisite: <a href=""/search/?p=GEOG%204103"" data-action=""result-detail"" data-group=""code:GEOG 4103"" >GEOG 4103</a> or <a href=""/search/?p=GEOG%205103"" data-action=""result-detail"" data-group=""code:GEOG 5103"" >GEOG 5103</a> or working knowledge of GIS software or instructor consent required. Same as <a href=""/search/?p=GEOG%204203"" data-action=""result-detail"" data-group=""code:GEOG 4203"" >GEOG 4203</a>.",Varies by section,S. Leyk,GRAD
GEOG 5152,History and Theory of Geography,"History of ideas and institutions that have shaped contemporary geographic inquiry. Examines the evolving relations among human geography, physical geography, environment-society relations, and geographic information processing. Designed to situate graduate student research within major subfields and intellectual currents of geography.",3,J. Fluri,GRAD
GEOG 4501,Water Issues in the American West,"Water scarcity is a perpetual issue facing communities in the western Unites States. This course critically evaluates water use, emphasizing problems associated with geographic maldistribution, appropriations, irrigation, industry, pollution and regional development. Interprets and analyzes hydroclimatic data, surface and groundwater. Same as <a href=""/search/?p=GEOG%205501"" data-action=""result-detail"" data-group=""code:GEOG 5501"" >GEOG 5501</a>.",3,W. Travis,UGRD
GEOG 5100,Special Topics: Geography: Machine Learning &Spatial Data,Covers various topics outside of the normal curriculum; offered intermittently depending on student demand and availability of faculty. May be repeated up to 9 total credit hours.,Varies by section,M. Karimzadeh,GRAD
GEOG 5103,Geographic Information Science: Spatial Analytics,"Explores advanced topics in geospatial databases, spatial analytics and geoprocessing in a Geographic Information System (GIS). Emphasizes how geographic concepts are linked to methodological frameworks for recording, transforming, storing/retrieving, analyzing, and processing geographic data as well as various forms of uncertainty. Exercises demonstrate the application of GIS-based methods to real world scenarios in interdisciplinary settings. Same as <a href=""/search/?p=GEOG%204103"" data-action=""result-detail"" data-group=""code:GEOG 4103"" >GEOG 4103</a>.",Varies by section,S. Leyk,GRAD
GEOG 5093,Remote Sensing of the Environment,"Covers acquisition and interpretation of environmental data by remote sensing. Discusses theory and sensors as well as manual and computerized interpretation methods. Stresses infrared and microwave portions of the spectrum. Same as <a href=""/search/?p=GEOG%204093"" data-action=""result-detail"" data-group=""code:GEOG 4093"" >GEOG 4093</a> and <a href=""/search/?p=GEOL%204093"" data-action=""result-detail"" data-group=""code:GEOL 4093"" >GEOL 4093</a> and <a href=""/search/?p=GEOL%205093"" data-action=""result-detail"" data-group=""code:GEOL 5093"" >GEOL 5093</a>.",Varies by section,R. Isaacs,GRAD
GEOG 4712,Political Geography,"Systematic study of relations between geography and politics, especially as background for better understanding of international affairs. Includes topics such as frontiers and boundaries, power analysis, geopolitics, international political economy, and strategic concepts.  Recommended prerequisite: <a href=""/search/?p=GEOG%201962"" data-action=""result-detail"" data-group=""code:GEOG 1962"" >GEOG 1962</a> or <a href=""/search/?p=GEOG%201972"" data-action=""result-detail"" data-group=""code:GEOG 1972"" >GEOG 1972</a> or <a href=""/search/?p=GEOG%201982"" data-action=""result-detail"" data-group=""code:GEOG 1982""  class=""notoffered"">GEOG 1982</a> or <a href=""/search/?p=GEOG%201992"" data-action=""result-detail"" data-group=""code:GEOG 1992"" >GEOG 1992</a> or <a href=""/search/?p=GEOG%202092"" data-action=""result-detail"" data-group=""code:GEOG 2092""  class=""notoffered"">GEOG 2092</a> or <a href=""/search/?p=IAFS%201000"" data-action=""result-detail"" data-group=""code:IAFS 1000"" >IAFS 1000</a> or <a href=""/search/?p=PSCI%202012"" data-action=""result-detail"" data-group=""code:PSCI 2012"" >PSCI 2012</a> or <a href=""/search/?p=PSCI%202223"" data-action=""result-detail"" data-group=""code:PSCI 2223"" >PSCI 2223</a>. Same as <a href=""/search/?p=GEOG%205712"" data-action=""result-detail"" data-group=""code:GEOG 5712"" >GEOG 5712</a>.",3,J. O'Loughlin,UGRD
GEOG 4852,Health and Medical Geography,"Examines geographical patterns of health and disease with an emphasis on global health issues. Focuses on three major approaches to medical geographic research: ecological approaches, which systematically analyze relationships between people and their environments; social approaches, including political economy and socio-behavioral approaches; and spatial approaches, which employ maps and spatial analysis to identify patterns of health and disease. Elective course for Public Health Certificate. Recommended prerequisites: <a href=""/search/?p=GEOG%201001"" data-action=""result-detail"" data-group=""code:GEOG 1001"" >GEOG 1001</a> or <a href=""/search/?p=GEOG%201011"" data-action=""result-detail"" data-group=""code:GEOG 1011"" >GEOG 1011</a> and <a href=""/search/?p=GEOG%201962"" data-action=""result-detail"" data-group=""code:GEOG 1962"" >GEOG 1962</a> or <a href=""/search/?p=GEOG%201972"" data-action=""result-detail"" data-group=""code:GEOG 1972"" >GEOG 1972</a> or <a href=""/search/?p=GEOG%201992"" data-action=""result-detail"" data-group=""code:GEOG 1992"" >GEOG 1992</a> or <a href=""/search/?p=GEOG%202092"" data-action=""result-detail"" data-group=""code:GEOG 2092""  class=""notoffered"">GEOG 2092</a>. Same as <a href=""/search/?p=GEOG%205852"" data-action=""result-detail"" data-group=""code:GEOG 5852"" >GEOG 5852</a>.",3,C. Reid,UGRD
